Vehicle,Date,Alert,Count,T,DP,T-DP,H,WS
805,13/06/2022,cas_pcw,7,89.7,79.1,10.6,71.5,9.1
805,11/06/2022,cas_pcw,20,90.2,79.1,11.1,71.4,10.1
805,10/06/2022,cas_pcw,14,92.3,78.9,13.4,67.2,12
805,09/06/2022,cas_pcw,26,91.7,79.3,12.4,68.1,11.1
805,08/06/2022,cas_pcw,15,92.7,79.7,13,66.9,11
805,07/06/2022,cas_pcw,14,90.5,78.8,11.7,69.6,12.2
805,06/06/2022,cas_pcw,15,87.2,77.8,9.4,74,10.8
805,03/06/2022,cas_pcw,12,91.5,80.2,11.3,70.5,12.3
805,02/06/2022,cas_pcw,7,92.4,80.2,12.2,68,9.1
805,01/06/2022,cas_pcw,12,92.9,79.9,13,66.9,9.7
