Vehicle,Date,Alert,Count,T,DP,T-DP,H,WS
2846,11/06/2022,cas_ldw,62,90.2,79.1,11.1,71.4,10.1
2846,10/06/2022,cas_ldw,29,92.3,78.9,13.4,67.2,12
2846,09/06/2022,cas_ldw,18,91.7,79.3,12.4,68.1,11.1
2846,08/06/2022,cas_ldw,28,92.7,79.7,13,66.9,11
2846,07/06/2022,cas_ldw,20,90.5,78.8,11.7,69.6,12.2
2846,06/06/2022,cas_ldw,35,87.2,77.8,9.4,74,10.8
2846,04/06/2022,cas_ldw,7,90.5,79.6,10.9,71.6,8.6
2846,03/06/2022,cas_ldw,22,91.5,80.2,11.3,70.5,12.3
2846,02/06/2022,cas_ldw,32,92.4,80.2,12.2,68,9.1
2846,01/06/2022,cas_ldw,45,92.9,79.9,13,66.9,9.7
1995,09/06/2022,cas_ldw,1,91.7,79.3,12.4,68.1,11.1
1995,08/06/2022,cas_ldw,4,92.7,79.7,13,66.9,11
1995,01/06/2022,cas_ldw,3,92.9,79.9,13,66.9,9.7
805,17/08/2022,cas_ldw,37,86.1,80,6.1,82.4,9.5
805,16/08/2022,cas_ldw,37,87.8,80.8,7,79.9,10.3
805,15/08/2022,cas_ldw,32,88.3,79.5,8.8,75.5,8.7
805,12/08/2022,cas_ldw,36,90.8,76.9,13.9,64.6,10.8
805,11/08/2022,cas_ldw,29,90.4,76.2,14.2,64.3,10.6
805,10/08/2022,cas_ldw,27,90,74.4,15.6,61.2,11.6
805,09/08/2022,cas_ldw,38,89.5,75,14.5,63.1,12.3
805,08/08/2022,cas_ldw,35,88.9,76.8,12.1,67.9,11.1
805,05/08/2022,cas_ldw,25,85.3,78.1,7.2,79.7,10.5
805,04/08/2022,cas_ldw,35,83.9,79.8,4.1,87,7
805,03/08/2022,cas_ldw,26,83.5,80.1,3.4,88.7,4.3
805,02/08/2022,cas_ldw,37,85.6,80.3,5.3,84.1,5.4
805,01/07/2022,cas_ldw,34,87.9,80,7.9,77.9,9.7
805,30/06/2022,cas_ldw,46,89.5,79.6,9.9,73,10.5
805,29/06/2022,cas_ldw,19,88,80.1,7.9,77.8,7.8
805,28/06/2022,cas_ldw,33,87.7,79.6,8.1,76.7,7.6
805,27/06/2022,cas_ldw,23,87.5,78.5,9,74.8,8.7
805,25/06/2022,cas_ldw,18,88.9,76.9,12,67.8,10
805,23/06/2022,cas_ldw,7,87.1,80.7,6.4,81.3,6.3
805,21/06/2022,cas_ldw,47,84.2,79.4,4.8,86.5,6.8
805,20/06/2022,cas_ldw,34,85.2,79.6,5.6,84.1,8.3
805,17/06/2022,cas_ldw,56,87.9,80.5,7.4,78.3,9.4
805,16/06/2022,cas_ldw,43,88.7,80.4,8.3,76.5,8.3
805,15/06/2022,cas_ldw,20,88.2,78.5,9.7,73.1,9.5
805,14/06/2022,cas_ldw,19,90.1,80.2,9.9,73.6,10.4
805,13/06/2022,cas_ldw,7,89.7,79.1,10.6,71.5,9.1
805,11/06/2022,cas_ldw,29,90.2,79.1,11.1,71.4,10.1
805,10/06/2022,cas_ldw,27,92.3,78.9,13.4,67.2,12
805,09/06/2022,cas_ldw,33,91.7,79.3,12.4,68.1,11.1
805,08/06/2022,cas_ldw,21,92.7,79.7,13,66.9,11
805,07/06/2022,cas_ldw,129,90.5,78.8,11.7,69.6,12.2
805,06/06/2022,cas_ldw,241,87.2,77.8,9.4,74,10.8
805,03/06/2022,cas_ldw,253,91.5,80.2,11.3,70.5,12.3
805,02/06/2022,cas_ldw,244,92.4,80.2,12.2,68,9.1
805,01/06/2022,cas_ldw,275,92.9,79.9,13,66.9,9.7
